,filename,labels
117,mmimdb/dataset/0109195.jpeg,"['Action', 'Adventure', 'Drama']"
118,mmimdb/dataset/0116414.jpeg,"['Comedy', 'Drama']"
119,mmimdb/dataset/0117664.jpeg,"['Comedy', 'Drama', 'Music', 'Romance']"
120,mmimdb/dataset/0255321.jpeg,['Drama']
121,mmimdb/dataset/0062301.jpeg,"['Crime', 'Drama', 'History']"
122,mmimdb/dataset/2525342.jpeg,"['Documentary', 'Biography', 'News', 'Thriller']"
123,mmimdb/dataset/0037408.jpeg,"['Musical', 'Comedy', 'Romance']"
124,mmimdb/dataset/0028330.jpeg,['Drama']
125,mmimdb/dataset/0140340.jpeg,"['Fantasy', 'Romance']"
126,mmimdb/dataset/0084597.jpeg,"['Documentary', 'Comedy']"
127,mmimdb/dataset/0091544.jpeg,"['Comedy', 'Horror', 'Sci-Fi']"
128,mmimdb/dataset/0100469.jpeg,"['Drama', 'Horror', 'Thriller']"
129,mmimdb/dataset/0068245.jpeg,"['Drama', 'Western']"
130,mmimdb/dataset/0273069.jpeg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
131,mmimdb/dataset/3877718.jpeg,"['Comedy', 'Drama', 'Romance']"
132,mmimdb/dataset/0929425.jpeg,"['Crime', 'Drama']"
133,mmimdb/dataset/0284334.jpeg,['Drama']
134,mmimdb/dataset/0417217.jpeg,"['Drama', 'Sport', 'Thriller']"
135,mmimdb/dataset/0152930.jpeg,"['Action', 'Comedy', 'Crime']"
136,mmimdb/dataset/2081437.jpeg,"['Comedy', 'Crime', 'Thriller']"
137,mmimdb/dataset/0285742.jpeg,"['Drama', 'Romance']"
138,mmimdb/dataset/0077360.jpeg,"['Drama', 'Western', 'Romance']"
139,mmimdb/dataset/0064904.jpeg,"['Horror', 'Thriller']"
140,mmimdb/dataset/0125971.jpeg,"['Comedy', 'Drama', 'Romance']"
141,mmimdb/dataset/0448157.jpeg,"['Action', 'Drama']"
142,mmimdb/dataset/0237572.jpeg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
143,mmimdb/dataset/1964624.jpeg,"['Comedy', 'Drama', 'Mystery', 'Thriller']"
144,mmimdb/dataset/0283283.jpeg,"['Drama', 'Romance']"
145,mmimdb/dataset/0183056.jpeg,"['Drama', 'Romance']"
146,mmimdb/dataset/1754078.jpeg,['Drama']
147,mmimdb/dataset/0110099.jpeg,"['Comedy', 'Romance']"
148,mmimdb/dataset/0253881.jpeg,"['Horror', 'Crime', 'Short', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
149,mmimdb/dataset/0084469.jpeg,"['Adventure', 'Romance']"
150,mmimdb/dataset/0118539.jpeg,"['Action', 'Adventure', 'Comedy', 'Family']"
151,mmimdb/dataset/0035244.jpeg,"['Action', 'Adventure', 'Drama', 'Romance']"
152,mmimdb/dataset/1212448.jpeg,"['Animation', 'Comedy', 'Sci-Fi']"
153,mmimdb/dataset/0146838.jpeg,"['Drama', 'Sport']"
154,mmimdb/dataset/1270291.jpeg,"['Sci-Fi', 'Thriller']"
155,mmimdb/dataset/1918727.jpeg,['Drama']
156,mmimdb/dataset/0456554.jpeg,['Comedy']
157,mmimdb/dataset/0282209.jpeg,"['Horror', 'Mystery', 'Thriller']"
158,mmimdb/dataset/1528071.jpeg,"['Drama', 'Fantasy', 'Thriller']"
159,mmimdb/dataset/0070017.jpeg,"['Action', 'Drama', 'War']"
160,mmimdb/dataset/3089978.jpeg,['Drama']
161,mmimdb/dataset/0043879.jpeg,"['Crime', 'Drama', 'Film-Noir', 'Romance', 'Thriller']"
162,mmimdb/dataset/1634136.jpeg,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
163,mmimdb/dataset/0426615.jpeg,"['Comedy', 'Crime', 'Drama', 'Music', 'Romance']"
164,mmimdb/dataset/0108000.jpeg,"['Drama', 'Romance']"
165,mmimdb/dataset/0498399.jpeg,"['Crime', 'Drama', 'Thriller']"
166,mmimdb/dataset/0099857.jpeg,"['Comedy', 'Drama']"
167,mmimdb/dataset/2245084.jpeg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
168,mmimdb/dataset/0175526.jpeg,"['Horror', 'Mystery', 'Thriller']"
169,mmimdb/dataset/1569505.jpeg,"['Adventure', 'Comedy', 'Drama']"
170,mmimdb/dataset/0038178.jpeg,['Musical']
171,mmimdb/dataset/1787988.jpeg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
172,mmimdb/dataset/1037163.jpeg,"['Drama', 'History']"
173,mmimdb/dataset/0094721.jpeg,"['Comedy', 'Fantasy']"
174,mmimdb/dataset/1977953.jpeg,"['Comedy', 'Drama', 'Western']"
175,mmimdb/dataset/0097373.jpeg,"['Crime', 'Drama']"
176,mmimdb/dataset/0074412.jpeg,"['Action', 'Crime', 'Drama', 'Thriller']"
177,mmimdb/dataset/0086113.jpeg,"['Horror', 'Mystery']"
178,mmimdb/dataset/0139414.jpeg,"['Action', 'Comedy', 'Horror']"
179,mmimdb/dataset/0756703.jpeg,"['Drama', 'Music']"
180,mmimdb/dataset/0409572.jpeg,"['Adventure', 'Drama', 'Romance', 'Western']"
181,mmimdb/dataset/0101318.jpeg,"['Drama', 'Romance']"
182,mmimdb/dataset/0046511.jpeg,"['Drama', 'Romance']"
183,mmimdb/dataset/0037075.jpeg,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
184,mmimdb/dataset/1972571.jpeg,"['Crime', 'Drama', 'Thriller']"
185,mmimdb/dataset/1142433.jpeg,"['Comedy', 'Romance']"
186,mmimdb/dataset/0298482.jpeg,"['Comedy', 'Fantasy']"
187,mmimdb/dataset/0427424.jpeg,['Drama']
188,mmimdb/dataset/0016669.jpeg,"['Drama', 'Romance']"
189,mmimdb/dataset/0064505.jpeg,"['Action', 'Comedy', 'Crime', 'Thriller']"
190,mmimdb/dataset/1673697.jpeg,"['Biography', 'Comedy', 'Drama', 'Music', 'Musical']"
191,mmimdb/dataset/2357129.jpeg,"['Biography', 'Drama']"
192,mmimdb/dataset/0164212.jpeg,"['Crime', 'Drama', 'Thriller']"
193,mmimdb/dataset/0019429.jpeg,['Drama']
194,mmimdb/dataset/0443473.jpeg,"['Action', 'Thriller']"
195,mmimdb/dataset/0094980.jpeg,"['Documentary', 'Music']"
196,mmimdb/dataset/0003014.jpeg,['Drama']
197,mmimdb/dataset/0205461.jpeg,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
198,mmimdb/dataset/1386932.jpeg,"['Action', 'Biography', 'Drama', 'History', 'Sport']"
199,mmimdb/dataset/0130515.jpeg,['Short']
200,mmimdb/dataset/0430063.jpeg,"['Crime', 'Drama', 'Thriller']"
201,mmimdb/dataset/0367631.jpeg,"['Action', 'Comedy', 'Romance']"
202,mmimdb/dataset/0494652.jpeg,"['Comedy', 'Romance']"
203,mmimdb/dataset/0091688.jpeg,"['Action', 'Drama', 'Thriller']"
204,mmimdb/dataset/0239921.jpeg,"['Animation', 'Short', 'Horror']"
205,mmimdb/dataset/0839739.jpeg,['Documentary']
206,mmimdb/dataset/0021508.jpeg,"['Comedy', 'Crime', 'Drama']"
207,mmimdb/dataset/0116953.jpeg,"['Comedy', 'Crime', 'Drama']"
208,mmimdb/dataset/0089904.jpeg,"['Comedy', 'Crime']"
209,mmimdb/dataset/0284674.jpeg,['Comedy']
210,mmimdb/dataset/0263957.jpeg,"['Comedy', 'Drama', 'Sport']"
211,mmimdb/dataset/0373469.jpeg,"['Comedy', 'Crime', 'Mystery']"
212,mmimdb/dataset/1070858.jpeg,['Drama']
213,mmimdb/dataset/0107978.jpeg,"['Action', 'Crime', 'Sci-Fi', 'Thriller']"
214,mmimdb/dataset/0184197.jpeg,"['Adventure', 'Sci-Fi']"
215,mmimdb/dataset/0118692.jpeg,"['Animation', 'Family', 'Fantasy', 'Music', 'Musical']"
216,mmimdb/dataset/0266971.jpeg,"['Drama', 'Sport']"
217,mmimdb/dataset/1124388.jpeg,"['Comedy', 'Romance']"
218,mmimdb/dataset/0093186.jpeg,"['Comedy', 'Drama', 'Romance', 'Thriller']"
219,mmimdb/dataset/0071569.jpeg,"['Action', 'Adventure', 'Fantasy']"
220,mmimdb/dataset/0100442.jpeg,"['Crime', 'Drama', 'Thriller']"
221,mmimdb/dataset/0096219.jpeg,['Drama']
222,mmimdb/dataset/0033627.jpeg,"['Drama', 'War', 'Thriller']"
223,mmimdb/dataset/0101701.jpeg,"['Comedy', 'Fantasy']"
224,mmimdb/dataset/3375370.jpeg,"['Short', 'Comedy', 'Western']"
225,mmimdb/dataset/0072742.jpeg,['Documentary']
226,mmimdb/dataset/0342520.jpeg,['Comedy']
227,mmimdb/dataset/0811136.jpeg,"['Documentary', 'Biography', 'Music']"
228,mmimdb/dataset/1625345.jpeg,['Comedy']
229,mmimdb/dataset/1762399.jpeg,"['Animation', 'Adventure', 'Family']"
230,mmimdb/dataset/0107107.jpeg,"['Comedy', 'Thriller']"
231,mmimdb/dataset/2132324.jpeg,['Drama']
232,mmimdb/dataset/0027357.jpeg,"['Comedy', 'Mystery']"
233,mmimdb/dataset/0387059.jpeg,['Drama']
234,mmimdb/dataset/1869425.jpeg,"['Drama', 'Music']"
235,mmimdb/dataset/0093565.jpeg,"['Comedy', 'Drama', 'Romance']"
236,mmimdb/dataset/0328828.jpeg,"['Comedy', 'Romance']"
237,mmimdb/dataset/1043838.jpeg,"['Action', 'Drama', 'Mystery', 'Thriller', 'War']"
238,mmimdb/dataset/0094669.jpeg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
239,mmimdb/dataset/0338450.jpeg,"['Action', 'War']"
240,mmimdb/dataset/1105512.jpeg,['Drama']
241,mmimdb/dataset/0042509.jpeg,['Drama']
242,mmimdb/dataset/0990407.jpeg,"['Action', 'Comedy', 'Crime', 'Sci-Fi', 'Thriller']"
243,mmimdb/dataset/0109045.jpeg,"['Comedy', 'Music']"
244,mmimdb/dataset/0119815.jpeg,"['Action', 'Drama', 'History', 'Thriller']"
245,mmimdb/dataset/0850669.jpeg,['Documentary']
246,mmimdb/dataset/1456472.jpeg,"['Comedy', 'Drama']"
247,mmimdb/dataset/0052662.jpeg,"['Comedy', 'Romance']"
248,mmimdb/dataset/0030973.jpeg,['Drama']
249,mmimdb/dataset/0479162.jpeg,"['Comedy', 'Drama', 'Sci-Fi']"
250,mmimdb/dataset/0056112.jpeg,"['Fantasy', 'Family', 'Adventure']"
251,mmimdb/dataset/1438251.jpeg,['Comedy']
252,mmimdb/dataset/0423455.jpeg,"['Biography', 'Drama', 'Romance']"
253,mmimdb/dataset/0033727.jpeg,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']"
254,mmimdb/dataset/0201922.jpeg,"['Action', 'Adventure', 'Drama']"
255,mmimdb/dataset/0004181.jpeg,['Drama']
256,mmimdb/dataset/0073240.jpeg,"['Action', 'Crime', 'Thriller']"
257,mmimdb/dataset/0066017.jpeg,"['Comedy', 'Drama']"
258,mmimdb/dataset/0810988.jpeg,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
259,mmimdb/dataset/1029167.jpeg,"['Crime', 'Thriller']"
260,mmimdb/dataset/1822311.jpeg,"['Comedy', 'Drama', 'Romance']"
261,mmimdb/dataset/0044324.jpeg,"['Action', 'Biography', 'Drama']"
262,mmimdb/dataset/0173772.jpeg,['Documentary']
263,mmimdb/dataset/0081383.jpeg,"['Horror', 'Thriller']"
264,mmimdb/dataset/1943873.jpeg,['Documentary']
265,mmimdb/dataset/0492956.jpeg,"['Comedy', 'Family', 'Sport']"
266,mmimdb/dataset/1848902.jpeg,"['Biography', 'Drama', 'History']"
267,mmimdb/dataset/0291507.jpeg,"['Crime', 'Drama', 'Thriller']"
268,mmimdb/dataset/0097336.jpeg,"['Biography', 'Drama', 'History', 'War']"
269,mmimdb/dataset/1592876.jpeg,['Musical']
270,mmimdb/dataset/0028478.jpeg,"['Crime', 'Horror', 'Sci-Fi']"
271,mmimdb/dataset/0362538.jpeg,"['Thriller', 'Drama']"
272,mmimdb/dataset/0460829.jpeg,"['Drama', 'Mystery', 'Thriller']"
273,mmimdb/dataset/0016832.jpeg,"['Comedy', 'Romance']"
274,mmimdb/dataset/0083722.jpeg,"['Fantasy', 'Horror', 'Thriller']"
275,mmimdb/dataset/0108187.jpeg,['Comedy']
276,mmimdb/dataset/1069238.jpeg,"['Drama', 'Music']"
277,mmimdb/dataset/0085599.jpeg,"['Crime', 'Drama', 'Thriller']"
278,mmimdb/dataset/0029050.jpeg,"['Crime', 'Drama', 'Romance']"
279,mmimdb/dataset/1462901.jpeg,"['Comedy', 'Drama']"
280,mmimdb/dataset/1068634.jpeg,"['Documentary', 'War']"
281,mmimdb/dataset/0249516.jpeg,"['Animation', 'Action', 'Comedy', 'Family', 'Fantasy']"
282,mmimdb/dataset/1152840.jpeg,"['Documentary', 'Sport']"
283,mmimdb/dataset/0095530.jpeg,"['Drama', 'Romance']"
284,mmimdb/dataset/0044331.jpeg,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
285,mmimdb/dataset/0080472.jpeg,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Western']"
286,mmimdb/dataset/0108160.jpeg,"['Comedy', 'Drama', 'Romance']"
287,mmimdb/dataset/0103002.jpeg,"['Fantasy', 'Horror']"
288,mmimdb/dataset/0096171.jpeg,"['Drama', 'Romance', 'Sport']"
289,mmimdb/dataset/1669698.jpeg,"['Animation', 'Short', 'Drama', 'Fantasy']"
290,mmimdb/dataset/0034478.jpeg,"['Comedy', 'Mystery', 'Thriller']"
291,mmimdb/dataset/0036818.jpeg,['Comedy']
292,mmimdb/dataset/1763194.jpeg,['Documentary']
293,mmimdb/dataset/0017376.jpeg,['Documentary']
294,mmimdb/dataset/0091579.jpeg,['Comedy']
295,mmimdb/dataset/0071771.jpeg,"['Comedy', 'Crime', 'Drama', 'Sport']"
296,mmimdb/dataset/0022268.jpeg,"['Comedy', 'Romance']"
297,mmimdb/dataset/0092758.jpeg,"['Documentary', 'Biography', 'Music']"
298,mmimdb/dataset/0052700.jpeg,"['Biography', 'Crime', 'Drama', 'History', 'Thriller']"
299,mmimdb/dataset/1322930.jpeg,"['Drama', 'Romance']"
300,mmimdb/dataset/0127626.jpeg,"['Action', 'Comedy', 'Crime']"
301,mmimdb/dataset/0110428.jpeg,"['Biography', 'Comedy', 'Drama', 'History']"
302,mmimdb/dataset/2145637.jpeg,"['Comedy', 'Horror']"
303,mmimdb/dataset/0054665.jpeg,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'War']"
304,mmimdb/dataset/0067384.jpeg,"['Horror', 'Mystery']"
305,mmimdb/dataset/0044186.jpeg,['Western']
306,mmimdb/dataset/0956038.jpeg,"['Drama', 'Romance']"
307,mmimdb/dataset/0290230.jpeg,['Sci-Fi']
308,mmimdb/dataset/0083232.jpeg,"['Crime', 'Drama']"
309,mmimdb/dataset/0061138.jpeg,"['Drama', 'Romance']"
310,mmimdb/dataset/0120479.jpeg,"['Action', 'Fantasy', 'Adventure']"
311,mmimdb/dataset/1653911.jpeg,"['Biography', 'Drama', 'Music', 'Romance']"
312,mmimdb/dataset/0109297.jpeg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
313,mmimdb/dataset/0038984.jpeg,['Drama']
314,mmimdb/dataset/0071807.jpeg,"['Action', 'Adventure', 'Thriller']"
315,mmimdb/dataset/0159373.jpeg,['Drama']
316,mmimdb/dataset/0213149.jpeg,"['Action', 'Drama', 'History', 'Romance', 'War']"
317,mmimdb/dataset/1570101.jpeg,['Documentary']
318,mmimdb/dataset/0082933.jpeg,"['Drama', 'Horror']"
319,mmimdb/dataset/0097261.jpeg,"['Drama', 'Romance']"
320,mmimdb/dataset/0038392.jpeg,"['Romance', 'Western']"
321,mmimdb/dataset/0029162.jpeg,"['Adventure', 'Drama', 'Fantasy', 'Mystery']"
322,mmimdb/dataset/0089731.jpeg,"['Family', 'Fantasy']"
323,mmimdb/dataset/0816616.jpeg,['Drama']
324,mmimdb/dataset/0390538.jpeg,"['Documentary', 'Biography']"
325,mmimdb/dataset/0490166.jpeg,"['Crime', 'Drama', 'Thriller']"
326,mmimdb/dataset/0049569.jpeg,['Drama']
327,mmimdb/dataset/1567215.jpeg,"['Drama', 'History']"
328,mmimdb/dataset/0034622.jpeg,"['Crime', 'Drama', 'Film-Noir', 'Mystery']"
329,mmimdb/dataset/0110475.jpeg,"['Action', 'Comedy', 'Crime', 'Fantasy']"
330,mmimdb/dataset/1078940.jpeg,['Comedy']
331,mmimdb/dataset/0494238.jpeg,"['Adventure', 'Family', 'Fantasy']"
332,mmimdb/dataset/1174034.jpeg,"['Biography', 'Drama', 'History']"
333,mmimdb/dataset/0379865.jpeg,"['Comedy', 'Drama', 'Romance', 'Sport']"
334,mmimdb/dataset/1355630.jpeg,"['Drama', 'Fantasy', 'Music', 'Romance']"
335,mmimdb/dataset/0268037.jpeg,"['Documentary', 'Biography']"
336,mmimdb/dataset/0188055.jpeg,"['Mystery', 'Thriller']"
337,mmimdb/dataset/0099669.jpeg,"['Adventure', 'Biography', 'Drama']"
338,mmimdb/dataset/0118755.jpeg,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
339,mmimdb/dataset/0323120.jpeg,"['Drama', 'Romance']"
340,mmimdb/dataset/0327679.jpeg,"['Comedy', 'Family', 'Fantasy', 'Romance']"
341,mmimdb/dataset/1219836.jpeg,"['Drama', 'Sci-Fi', 'Thriller']"
342,mmimdb/dataset/3346224.jpeg,"['Drama', 'Thriller']"
343,mmimdb/dataset/1212436.jpeg,"['Comedy', 'Romance']"
344,mmimdb/dataset/0317052.jpeg,['Drama']
345,mmimdb/dataset/1843287.jpeg,['Drama']
346,mmimdb/dataset/2201034.jpeg,['Drama']
347,mmimdb/dataset/0112889.jpeg,"['Comedy', 'Crime', 'Drama']"
348,mmimdb/dataset/1563712.jpeg,['Documentary']
349,mmimdb/dataset/0491152.jpeg,"['Comedy', 'Drama', 'Romance']"
350,mmimdb/dataset/1325723.jpeg,"['Crime', 'Drama', 'Horror', 'Thriller']"
351,mmimdb/dataset/0042275.jpeg,"['Drama', 'Film-Noir']"
352,mmimdb/dataset/0066543.jpeg,"['Crime', 'Drama', 'Romance']"
353,mmimdb/dataset/0472160.jpeg,"['Comedy', 'Fantasy', 'Romance']"
354,mmimdb/dataset/1634122.jpeg,"['Action', 'Adventure', 'Comedy', 'Crime']"
355,mmimdb/dataset/0067979.jpeg,"['Drama', 'Western']"
356,mmimdb/dataset/2369135.jpeg,"['Action', 'Crime', 'Drama', 'Thriller']"
357,mmimdb/dataset/0374294.jpeg,"['Drama', 'Thriller']"
358,mmimdb/dataset/0037492.jpeg,['Comedy']
